CODGEO;Code département;Code de la commune;LIBGEO;population_totale;taux_diplome_universitaire_total;taux_bac_ou_moins_total;taux_universitaire_16_24_ans;taux_bac_ou_moins_16_24_ans;taux_universitaire_25_ans_et_plus;taux_bac_ou_moins_25_ans_et_plus
35051;35;051;Cesson-Sévigné;20820;35.83;64.17;36.94;63.06;35.73;64.27
35052;35;052;Champeaux;485;24.74;75.26;0.0;100.0;25.53;74.47
35054;35;054;Chanteloup;1650;24.67;75.33;5.56;94.44;25.77;74.23
35055;35;055;Chantepie;13482;30.39;69.61;28.62;71.38;30.54;69.46
35056;35;056;La Chapelle-aux-Filtzméens;789;28.52;71.48;15.38;84.62;28.96;71.04
35057;35;057;La Chapelle-Bouëxic;1385;24.12;75.88;26.06;73.94;23.89;76.11
35058;35;058;La Chapelle-Chaussée;1210;29.01;70.99;12.5;87.5;29.57;70.43
35059;35;059;La Chapelle-des-Fougeretz;4668;29.86;70.14;26.28;73.72;30.09;69.91
35060;35;060;La Chapelle du Lou du Lac;797;16.44;83.56;26.67;73.33;15.37;84.63
35061;35;061;La Chapelle-Erbrée;575;13.04;86.96;0.0;100.0;13.54;86.46
35062;35;062;La Chapelle-Janson;1367;14.56;85.44;12.38;87.62;14.74;85.26
35063;35;063;La Chapelle-Saint-Aubert;406;20.94;79.06;;;20.94;79.06
35064;35;064;La Chapelle-de-Brain;1021;18.12;81.88;7.55;92.45;18.7;81.3
35065;35;065;La Chapelle-Thouarault;2148;22.67;77.33;26.45;73.55;22.45;77.55
35066;35;066;Chartres-de-Bretagne;8663;25.97;74.03;26.84;73.16;25.88;74.12
35067;35;067;Chasné-sur-Illet;1739;35.14;64.86;32.14;67.86;35.4;64.6
35068;35;068;Châteaubourg;7618;30.2;69.8;25.31;74.69;30.54;69.46
35069;35;069;Châteaugiron;11066;30.67;69.33;31.54;68.46;30.62;69.38
35070;35;070;Châteauneuf-d'Ille-et-Vilaine;1495;17.06;82.94;21.17;78.83;16.64;83.36
35071;35;071;Le Châtellier;380;21.05;78.95;33.33;66.67;20.55;79.45
35072;35;072;Châtillon-en-Vendelais;1517;17.27;82.73;20.8;79.2;16.95;83.05
35075;35;075;Chauvigné;666;16.97;83.03;33.33;66.67;16.28;83.72
35076;35;076;Chavagne;4934;29.89;70.11;29.07;70.93;29.96;70.04
35077;35;077;Chelun;266;12.03;87.97;16.67;83.33;11.57;88.43
35078;35;078;Cherrueix;1063;18.06;81.94;40.0;60.0;16.98;83.02
35079;35;079;Chevaigné;2526;32.82;67.18;28.83;71.17;33.09;66.91
35080;35;080;Cintré;2392;27.93;72.07;27.59;72.41;27.95;72.05
35081;35;081;Clayes;976;31.45;68.55;11.11;88.89;33.52;66.48
35082;35;082;Coësmes;1184;13.43;86.57;15.05;84.95;13.29;86.71
35084;35;084;Comblessac;588;18.03;81.97;17.78;82.22;18.05;81.95
35085;35;085;Combourg;6070;22.14;77.86;19.1;80.9;22.36;77.64
35086;35;086;Combourtillé;504;16.67;83.33;0.0;100.0;17.91;82.09
35087;35;087;Cornillé;794;16.25;83.75;8.77;91.23;16.82;83.18
35088;35;088;Corps-Nuds;3447;24.14;75.86;12.5;87.5;24.95;75.05
35089;35;089;La Couyère;470;21.91;78.09;17.65;82.35;22.43;77.57
35090;35;090;Crevin;2715;25.41;74.59;26.04;73.96;25.35;74.65
35091;35;091;Le Crouais;471;16.14;83.86;40.0;60.0;15.08;84.92
35092;35;092;Cuguen;694;14.55;85.45;11.76;88.24;14.7;85.3
35093;35;093;Dinard;12059;25.55;74.45;19.71;80.29;25.83;74.17
35094;35;094;Dingé;1609;24.24;75.76;21.11;78.89;24.42;75.58
35095;35;095;Dol-de-Bretagne;5721;20.0;80.0;21.33;78.67;19.87;80.13
35096;35;096;Domagné;2376;26.94;73.06;28.38;71.62;26.78;73.22
35097;35;097;Domalain;1681;14.63;85.37;30.0;70.0;13.56;86.44
35098;35;098;La Dominelais;1171;15.37;84.63;15.15;84.85;15.38;84.62
35099;35;099;Domloup;4120;34.17;65.83;30.32;69.68;34.52;65.48
35101;35;101;Dourdain;1067;20.15;79.85;10.0;90.0;21.2;78.8
35102;35;102;Drouges;411;11.68;88.32;14.81;85.19;11.46;88.54
35103;35;103;Eancé;341;14.37;85.63;0.0;100.0;14.8;85.2
35104;35;104;Epiniac;1227;12.71;87.29;13.79;86.21;12.66;87.34
35105;35;105;Erbrée;1624;19.83;80.17;34.07;65.93;18.54;81.46
35106;35;106;Ercé-en-Lamée;1407;20.61;79.39;20.0;80.0;20.68;79.32
35107;35;107;Ercé-près-Liffré;2028;31.76;68.24;25.45;74.55;32.12;67.88
35108;35;108;Essé;913;20.7;79.3;18.0;82.0;20.86;79.14
35109;35;109;Étrelles;2652;25.68;74.32;35.0;65.0;24.84;75.16
35110;35;110;Feins;949;23.92;76.08;8.93;91.07;24.86;75.14
35111;35;111;Le Ferré;652;16.56;83.44;14.29;85.71;16.69;83.31
35112;35;112;Fleurigné;858;15.97;84.03;20.93;79.07;15.71;84.29
35114;35;114;Forges-la-Forêt;217;5.99;94.01;0.0;100.0;6.67;93.33
35115;35;115;Fougères;20763;20.13;79.87;19.15;80.85;20.24;79.76
35116;35;116;La Fresnais;2203;16.48;83.52;15.38;84.62;16.55;83.45
35117;35;117;Gaël;1457;15.1;84.9;14.56;85.44;15.14;84.86
35118;35;118;Gahard;1523;30.4;69.6;16.36;83.64;30.93;69.07
35119;35;119;Gennes-sur-Seiche;836;16.39;83.61;0.0;100.0;17.25;82.75
35120;35;120;Gévezé;5796;30.31;69.69;22.12;77.88;30.81;69.19
35121;35;121;Gosné;1910;25.86;74.14;30.0;70.0;25.75;74.25
35122;35;122;La Gouesnière;1835;21.63;78.37;12.62;87.38;22.17;77.83
35123;35;123;Goven;4024;24.08;75.92;22.34;77.66;24.17;75.83
35124;35;124;Grand-Fougeray;2287;17.67;82.33;12.24;87.76;18.04;81.96
35125;35;125;La Guerche-de-Bretagne;3918;12.79;87.21;19.88;80.12;12.14;87.86
35126;35;126;Guichen;9206;28.81;71.19;24.96;75.04;29.07;70.93
35127;35;127;Guignen;3905;26.66;73.34;21.43;78.57;26.96;73.04
35128;35;128;Guipel;1680;25.12;74.88;9.0;91.0;26.14;73.86
35130;35;130;Hédé-Bazouges;2325;30.11;69.89;15.79;84.21;30.72;69.28
35131;35;131;L'Hermitage;4652;24.29;75.71;25.45;74.55;24.22;75.78
35132;35;132;Hirel;1397;21.05;78.95;18.52;81.48;21.2;78.8
35133;35;133;Iffendic;4461;24.08;75.92;20.19;79.81;24.37;75.63
35134;35;134;Les Iffs;254;27.17;72.83;0.0;100.0;27.71;72.29
35135;35;135;Irodouër;2072;24.81;75.19;27.59;72.41;24.6;75.4
35136;35;136;Janzé;8282;23.73;76.27;26.79;73.21;23.46;76.54
35137;35;137;Javené;1934;20.06;79.94;30.97;69.03;19.38;80.62
35138;35;138;Laignelet;1082;18.48;81.52;18.87;81.13;18.46;81.54
35139;35;139;Laillé;5088;29.11;70.89;24.42;75.58;29.32;70.68
35140;35;140;Lalleu;496;16.33;83.67;0.0;100.0;16.63;83.37
35141;35;141;Landavran;569;24.25;75.75;23.53;76.47;24.32;75.68
35142;35;142;Landéan;1152;16.67;83.33;22.78;77.22;15.69;84.31
35143;35;143;Landujan;799;20.4;79.6;12.12;87.88;20.76;79.24
35144;35;144;Langan;996;24.4;75.6;0.0;100.0;25.03;74.97
35145;35;145;Langon;1289;13.89;86.11;20.97;79.03;13.53;86.47
35146;35;146;Langouet;500;24.2;75.8;33.33;66.67;23.92;76.08
35148;35;148;Lanrigan;137;27.01;72.99;0.0;100.0;28.03;71.97
35149;35;149;Lassy;1546;25.74;74.26;27.27;72.73;25.69;74.31
35150;35;150;Lécousse;3367;21.98;78.02;17.73;82.27;22.16;77.84
35151;35;151;Lieuron;724;18.51;81.49;19.77;80.23;18.34;81.66
35152;35;152;Liffré;8617;29.92;70.08;24.88;75.12;30.18;69.82
35153;35;153;Lillemer;345;22.03;77.97;22.22;77.78;22.0;78.0
35154;35;154;Livré-sur-Changeon;1524;20.67;79.33;12.99;87.01;21.08;78.92
35155;35;155;Lohéac;685;24.53;75.47;38.24;61.76;23.81;76.19
35156;35;156;Longaulnay;547;21.39;78.61;0.0;100.0;22.81;77.19
35157;35;157;Le Loroux;519;12.14;87.86;12.5;87.5;12.11;87.89
35159;35;159;Lourmais;296;15.54;84.46;0.0;100.0;16.25;83.75
35160;35;160;Loutehel;207;17.39;82.61;;;17.39;82.61
35161;35;161;Louvigné-de-Bais;1740;22.36;77.64;18.95;81.05;22.55;77.45
35162;35;162;Louvigné-du-Désert;2848;7.69;92.31;14.84;85.16;7.28;92.72
35163;35;163;Luitré-Dompierre;1631;16.06;83.94;17.54;82.46;16.01;83.99
35164;35;164;Marcillé-Raoul;620;12.1;87.9;0.0;100.0;12.46;87.54
35165;35;165;Marcillé-Robert;870;13.68;86.32;11.59;88.41;13.86;86.14
35166;35;166;Marpiré;942;22.19;77.81;17.24;82.76;22.69;77.31
35167;35;167;Martigné-Ferchaud;2280;13.16;86.84;7.14;92.86;13.35;86.65
35168;35;168;Val d'Anast;3571;19.85;80.15;13.07;86.93;20.21;79.79
35169;35;169;Maxent;1353;21.73;78.27;23.75;76.25;21.6;78.4
35170;35;170;Mecé;550;20.0;80.0;8.33;91.67;21.43;78.57
35171;35;171;Médréac;1772;21.9;78.1;24.44;75.56;21.69;78.31
35172;35;172;Meillac;1851;22.47;77.53;22.07;77.93;22.51;77.49
35173;35;173;Melesse;7679;32.4;67.6;27.94;72.06;32.68;67.32
35174;35;174;Mellé;582;14.26;85.74;13.85;86.15;14.31;85.69
35175;35;175;Mernel;948;19.2;80.8;14.93;85.07;19.52;80.48
35176;35;176;Guipry-Messac;6431;17.37;82.63;17.2;82.8;17.38;82.62
35177;35;177;La Mézière;5108;31.19;68.81;31.86;68.14;31.14;68.86
35178;35;178;Mézières-sur-Couesnon;1708;28.75;71.25;31.18;68.82;28.48;71.52
35179;35;179;Miniac-Morvan;3963;19.25;80.75;17.31;82.69;19.39;80.61
35180;35;180;Miniac-sous-Bécherel;697;21.52;78.48;0.0;100.0;22.49;77.51
35181;35;181;Le Minihic-sur-Rance;1576;27.28;72.72;14.81;85.19;27.5;72.5
35183;35;183;Mondevert;761;18.79;81.21;6.9;93.1;19.77;80.23
35184;35;184;Montauban-de-Bretagne;6109;22.56;77.44;25.64;74.36;22.3;77.7
35185;35;185;Montautour;187;0.0;100.0;0.0;100.0;0.0;100.0
35186;35;186;Mont-Dol;1012;16.3;83.7;8.77;91.23;16.75;83.25
35187;35;187;Monterfil;1235;27.13;72.87;17.24;82.76;27.36;72.64
35188;35;188;Montfort-sur-Meu;6586;24.26;75.74;23.22;76.78;24.32;75.68
35189;35;189;Montgermont;4034;31.58;68.42;27.31;72.69;31.86;68.14
35190;35;190;Monthault;213;11.27;88.73;0.0;100.0;11.48;88.52
35191;35;191;Les Portes du Coglais;2046;15.98;84.02;21.71;78.29;15.45;84.55
35192;35;192;Montreuil-des-Landes;210;11.9;88.1;25.0;75.0;10.53;89.47
35193;35;193;Montreuil-le-Gast;2034;30.83;69.17;29.03;70.97;30.91;69.09
35194;35;194;Montreuil-sous-Pérouse;1080;28.52;71.48;22.41;77.59;28.86;71.14
35195;35;195;Montreuil-sur-Ille;2399;27.51;72.49;12.5;87.5;28.03;71.97
35196;35;196;Mordelles;7964;25.41;74.59;26.97;73.03;25.27;74.73
35197;35;197;Mouazé;1788;36.63;63.37;20.0;80.0;37.26;62.74
35198;35;198;Moulins;667;26.09;73.91;14.71;85.29;26.7;73.3
35199;35;199;Moussé;275;16.0;84.0;0.0;100.0;18.18;81.82
35200;35;200;Moutiers;790;17.72;82.28;19.78;80.22;17.45;82.55
35201;35;201;Muel;778;17.22;82.78;11.63;88.37;17.55;82.45
35202;35;202;La Noë-Blanche;918;16.67;83.33;18.35;81.65;16.44;83.56
35203;35;203;La Nouaye;319;33.86;66.14;0.0;100.0;34.84;65.16
35204;35;204;Nouvoitou;3604;30.22;69.78;29.22;70.78;30.28;69.72
35205;35;205;Noyal-sous-Bazouges;325;9.85;90.15;0.0;100.0;10.42;89.58
35206;35;206;Noyal-Châtillon-sur-Seiche;8314;29.48;70.52;30.25;69.75;29.39;70.61
35207;35;207;Noyal-sur-Vilaine;6671;29.14;70.86;27.22;72.78;29.31;70.69
35208;35;208;Orgères;5634;32.36;67.64;30.03;69.97;32.49;67.51
35210;35;210;Pacé;15542;34.13;65.87;30.02;69.98;34.44;65.56
35211;35;211;Paimpont;1851;26.9;73.1;19.44;80.56;27.21;72.79
35212;35;212;Pancé;1135;23.52;76.48;10.53;89.47;23.97;76.03
35214;35;214;Parcé;588;17.35;82.65;12.5;87.5;17.7;82.3
35215;35;215;Parigné;1138;16.08;83.92;20.9;79.1;15.78;84.22
35216;35;216;Parthenay-de-Bretagne;1688;31.52;68.48;22.43;77.57;32.13;67.87
35217;35;217;Le Pertre;1228;16.78;83.22;20.0;80.0;16.65;83.35
35218;35;218;Le Petit-Fougeray;755;21.59;78.41;0.0;100.0;22.8;77.2
35219;35;219;Pipriac;3440;14.24;85.76;23.44;76.56;13.51;86.49
35220;35;220;Piré-Chancé;2901;26.16;73.84;4.81;95.19;26.96;73.04
35221;35;221;Pléchâtel;2499;18.69;81.31;18.52;81.48;18.69;81.31
35222;35;222;Pleine-Fougères;1839;15.33;84.67;9.9;90.1;15.65;84.35
35223;35;223;Plélan-le-Grand;3950;23.85;76.15;17.62;82.38;24.17;75.83
35224;35;224;Plerguer;2690;20.67;79.33;13.2;86.8;21.26;78.74
35225;35;225;Plesder;667;18.44;81.56;0.0;100.0;18.72;81.28
35226;35;226;Pleugueneuc;1815;22.59;77.41;16.88;83.12;22.84;77.16
35227;35;227;Pleumeleuc;3482;29.67;70.33;25.93;74.07;29.79;70.21
35228;35;228;Pleurtuit;6930;20.52;79.48;15.57;84.43;20.81;79.19
35229;35;229;Pocé-les-Bois;1094;19.29;80.71;25.0;75.0;19.07;80.93
35230;35;230;Poilley;346;17.63;82.37;0.0;100.0;18.1;81.9
35231;35;231;Poligné;1249;29.06;70.94;15.22;84.78;30.16;69.84
35232;35;232;Princé;335;15.82;84.18;0.0;100.0;18.79;81.21
35233;35;233;Québriac;1495;23.41;76.59;27.87;72.13;23.02;76.98
35234;35;234;Quédillac;1124;18.86;81.14;27.71;72.29;18.16;81.84
35235;35;235;Rannée;940;12.87;87.13;0.0;100.0;13.55;86.45
35236;35;236;Redon;9478;22.6;77.4;21.43;78.57;22.72;77.28
35237;35;237;Renac;987;21.18;78.82;28.43;71.57;20.34;79.66
35238;35;238;Rennes;241635;34.48;65.52;31.39;68.61;34.92;65.08
35239;35;239;Retiers;3874;16.06;83.94;21.43;78.57;15.85;84.15
35240;35;240;Le Rheu;10195;32.48;67.52;30.27;69.73;32.72;67.28
35241;35;241;La Richardais;2700;23.59;76.41;14.6;85.4;24.07;75.93
35242;35;242;Rimou;318;15.72;84.28;0.0;100.0;16.23;83.77
35243;35;243;Romagné;2290;25.63;74.37;35.96;64.04;25.09;74.91
35244;35;244;Romazy;222;16.22;83.78;50.0;50.0;14.95;85.05
35245;35;245;Romillé;4139;28.49;71.51;30.55;69.45;28.32;71.68
35246;35;246;Roz-Landrieux;1216;19.74;80.26;33.33;66.67;18.92;81.08
35247;35;247;Roz-sur-Couesnon;958;15.03;84.97;8.0;92.0;15.42;84.58
35248;35;248;Sains;422;13.74;86.26;17.39;82.61;13.53;86.47
35249;35;249;Sainte-Anne-sur-Vilaine;871;12.63;87.37;0.0;100.0;13.4;86.6
35250;35;250;Saint-Armel;2242;28.59;71.41;23.81;76.19;28.83;71.17
35251;35;251;Saint-Aubin-d'Aubigné;4188;28.8;71.2;22.08;77.92;29.35;70.65
35252;35;252;Saint-Aubin-des-Landes;802;19.83;80.17;30.77;69.23;19.65;80.35
35253;35;253;Saint-Aubin-du-Cormier;4000;23.85;76.15;11.9;88.1;25.32;74.68
35255;35;255;Saint-Benoît-des-Ondes;879;15.13;84.87;0.0;100.0;15.93;84.07
35256;35;256;Saint-Briac-sur-Mer;2591;26.94;73.06;39.06;60.94;26.63;73.37
35257;35;257;Maen Roch;4570;14.44;85.56;16.13;83.87;14.32;85.68
35258;35;258;Saint-Brieuc-des-Iffs;319;30.09;69.91;;;30.09;69.91
35259;35;259;Saint-Broladre;995;10.05;89.95;13.51;86.49;9.77;90.23
35260;35;260;Saint-Christophe-des-Bois;452;14.6;85.4;;;14.6;85.4
35261;35;261;Saint-Christophe-de-Valains;201;30.35;69.65;0.0;100.0;30.96;69.04
35262;35;262;Sainte-Colombe;323;22.91;77.09;50.0;50.0;22.22;77.78
35263;35;263;Saint-Coulomb;3256;29.85;70.15;35.11;64.89;29.7;70.3
35264;35;264;Saint-Didier;1920;27.34;72.66;19.01;80.99;27.9;72.1
35265;35;265;Saint-Domineuc;2375;23.16;76.84;21.13;78.87;23.29;76.71
35266;35;266;Saint-Erblon;3559;28.8;71.2;26.67;73.33;29.0;71.0
35268;35;268;Saint-Ganton;411;25.79;74.21;27.59;72.41;25.65;74.35
35270;35;270;Saint-Georges-de-Gréhaigne;325;9.23;90.77;0.0;100.0;9.68;90.32
35271;35;271;Saint-Georges-de-Reintembault;1392;14.15;85.85;14.63;85.37;14.11;85.89
35272;35;272;Saint-Germain-du-Pinel;859;23.4;76.6;33.33;66.67;22.65;77.35
35273;35;273;Saint-Germain-en-Coglès;1781;14.71;85.29;25.0;75.0;13.97;86.03
35274;35;274;Saint-Germain-sur-Ille;1051;35.11;64.89;20.0;80.0;35.4;64.6
35275;35;275;Saint-Gilles;5658;30.63;69.37;22.01;77.99;31.13;68.87
35276;35;276;Saint-Gondran;619;30.05;69.95;0.0;100.0;30.64;69.36
35277;35;277;Saint-Gonlay;325;24.62;75.38;0.0;100.0;25.24;74.76
35278;35;278;Saint-Grégoire;11264;36.13;63.87;31.34;68.66;36.41;63.59
35279;35;279;Saint-Guinoux;1086;18.97;81.03;6.67;93.33;19.88;80.12
35280;35;280;Saint-Hilaire-des-Landes;945;19.05;80.95;12.82;87.18;19.32;80.68
35281;35;281;Saint-Jacques-de-la-Lande;14523;29.64;70.36;29.13;70.87;29.7;70.3
35282;35;282;Rives-du-Couesnon;2552;18.5;81.5;22.39;77.61;18.28;81.72
35283;35;283;Saint-Jean-sur-Vilaine;1235;24.21;75.79;21.59;78.41;24.41;75.59
35284;35;284;Saint-Jouan-des-Guérets;2834;19.69;80.31;21.08;78.92;19.6;80.4
35285;35;285;Saint-Just;1006;20.87;79.13;8.16;91.84;21.53;78.47
35286;35;286;Saint-Léger-des-Prés;257;21.4;78.6;33.33;66.67;19.82;80.18
35287;35;287;Saint-Lunaire;2767;26.02;73.98;8.33;91.67;26.41;73.59
35288;35;288;Saint-Malo;53791;25.89;74.11;21.37;78.63;26.18;73.82
35289;35;289;Saint-Malo-de-Phily;962;21.31;78.69;24.53;75.47;21.12;78.88
35290;35;290;Saint-Malon-sur-Mel;496;17.94;82.06;17.39;82.61;18.0;82.0
35291;35;291;Saint-Marcan;375;12.8;87.2;0.0;100.0;13.3;86.7
35292;35;292;Saint-Marc-le-Blanc;1392;16.24;83.76;0.0;100.0;16.65;83.35
35294;35;294;Sainte-Marie;2130;19.2;80.8;11.27;88.73;19.48;80.52
35295;35;295;Saint-Maugan;438;18.95;81.05;12.5;87.5;19.46;80.54
35296;35;296;Saint-Médard-sur-Ille;1309;29.49;70.51;34.21;65.79;29.35;70.65
35297;35;297;Saint-Méen-le-Grand;4366;16.4;83.6;19.05;80.95;16.19;83.81
35299;35;299;Saint-Méloir-des-Ondes;4449;21.04;78.96;15.31;84.69;21.44;78.56
35300;35;300;Saint-M'Hervé;1121;14.27;85.73;8.47;91.53;14.6;85.4
35302;35;302;Saint-Onen-la-Chapelle;941;12.65;87.35;15.38;84.62;12.26;87.74
35304;35;304;Saint-Ouen-des-Alleux;1207;22.12;77.88;24.1;75.9;21.98;78.02
35305;35;305;Saint-Péran;411;27.25;72.75;0.0;100.0;27.79;72.21
35306;35;306;Saint-Père-Marc-en-Poulet;2341;22.26;77.74;17.71;82.29;22.45;77.55
35307;35;307;Saint-Pern;892;20.63;79.37;27.08;72.92;20.26;79.74
35308;35;308;Mesnil-Roc'h;4321;23.28;76.72;12.17;87.83;24.0;76.0
35309;35;309;Saint-Rémy-du-Plain;700;14.29;85.71;16.05;83.95;14.05;85.95
35310;35;310;Saint-Sauveur-des-Landes;1362;19.97;80.03;20.0;80.0;19.97;80.03
35311;35;311;Saint-Séglin;483;11.59;88.41;0.0;100.0;12.36;87.64
35312;35;312;Saint-Senoux;1662;25.81;74.19;27.59;72.41;25.78;74.22
35314;35;314;Saint-Suliac;996;21.99;78.01;35.8;64.2;20.77;79.23
35315;35;315;Saint-Sulpice-la-Forêt;1602;34.71;65.29;25.0;75.0;34.8;65.2
35316;35;316;Saint-Sulpice-des-Landes;791;21.62;78.38;22.64;77.36;21.54;78.46
35317;35;317;Saint-Symphorien;568;27.64;72.36;20.0;80.0;27.92;72.08
35318;35;318;Saint-Thual;895;23.69;76.31;28.0;72.0;22.99;77.01
35319;35;319;Saint-Thurial;2096;28.53;71.47;26.92;73.08;28.64;71.36
35320;35;320;Saint-Uniac;479;27.56;72.44;;;27.56;72.44
35321;35;321;Saulnières;683;19.62;80.38;31.58;68.42;18.91;81.09
35322;35;322;Le Sel-de-Bretagne;949;19.92;80.08;0.0;100.0;20.21;79.79
35324;35;324;La Selle-en-Luitré;532;19.36;80.64;19.23;80.77;19.38;80.63
35325;35;325;La Selle-Guerchaise;140;21.43;78.57;0.0;100.0;22.22;77.78
35326;35;326;Sens-de-Bretagne;2323;22.99;77.01;23.26;76.74;22.97;77.03
35327;35;327;Servon-sur-Vilaine;3939;29.58;70.42;33.52;66.48;29.39;70.61
35328;35;328;Sixt-sur-Aff;1923;14.04;85.96;18.81;81.19;13.78;86.22
35329;35;329;Sougeal;511;17.42;82.58;18.52;81.48;17.36;82.64
35330;35;330;Taillis;942;21.97;78.03;17.0;83.0;22.57;77.43
35331;35;331;Talensac;2457;23.0;77.0;28.1;71.9;22.66;77.34
35332;35;332;Teillay;965;19.38;80.62;28.13;71.88;18.76;81.24
35333;35;333;Le Theil-de-Bretagne;1463;15.17;84.83;9.09;90.91;15.67;84.33
35334;35;334;Thorigné-Fouillard;9575;34.77;65.23;27.09;72.91;35.14;64.86
35335;35;335;Thourie;800;22.5;77.5;23.08;76.92;22.45;77.55
35336;35;336;Le Tiercent;152;16.45;83.55;50.0;50.0;14.08;85.92
35337;35;337;Tinténiac;3539;22.1;77.9;7.25;92.75;22.7;77.3
35338;35;338;Torcé;1094;22.12;77.88;30.0;70.0;21.74;78.26
35339;35;339;Trans-la-Forêt;560;16.25;83.75;24.24;75.76;15.75;84.25
35340;35;340;Treffendel;1212;27.48;72.52;20.0;80.0;27.86;72.14
35342;35;342;Trémeheuc;329;21.58;78.42;19.05;80.95;21.75;78.25
35343;35;343;Tresbœuf;1049;17.25;82.75;8.62;91.38;17.76;82.24
35345;35;345;Trévérien;840;26.55;73.45;23.26;76.74;26.73;73.27
35346;35;346;Trimer;165;24.24;75.76;50.0;50.0;22.58;77.42
35347;35;347;Val-d'Izé;2357;18.88;81.12;33.06;66.94;18.11;81.89
35350;35;350;Vergéal;719;19.89;80.11;9.26;90.74;20.75;79.25
35351;35;351;Le Verger;1418;26.16;73.84;29.25;70.75;25.81;74.19
35352;35;352;Vern-sur-Seiche;8727;28.92;71.08;26.03;73.97;29.1;70.9
35353;35;353;Vezin-le-Coquet;6889;29.15;70.85;22.4;77.6;29.82;70.18
35354;35;354;Vieux-Viel;287;17.42;82.58;0.0;100.0;18.05;81.95
35355;35;355;Vieux-Vy-sur-Couesnon;1097;21.79;78.21;9.62;90.38;22.39;77.61
35356;35;356;Vignoc;2106;32.43;67.57;30.0;70.0;32.51;67.49
35357;35;357;Villamée;263;12.17;87.83;0.0;100.0;13.01;86.99
35358;35;358;La Ville-ès-Nonais;1165;26.27;73.73;14.04;85.96;26.9;73.1
35359;35;359;Visseiche;738;14.5;85.5;22.68;77.32;13.26;86.74
35360;35;360;Vitré;19196;23.83;76.17;25.34;74.66;23.69;76.31
35361;35;361;Le Vivier-sur-Mer;1004;13.35;86.65;0.0;100.0;14.14;85.86
35362;35;362;Le Tronchet;1072;16.79;83.21;0.0;100.0;17.53;82.47
35363;35;363;Pont-Péan;4316;26.99;73.01;23.43;76.57;27.26;72.74
44001;44;001;Abbaretz;1758;18.43;81.57;19.18;80.82;18.36;81.64
44002;44;002;Aigrefeuille-sur-Maine;3800;25.95;74.05;25.0;75.0;26.02;73.98
44003;44;003;Ancenis-Saint-Géréon;12194;22.22;77.78;23.28;76.72;22.14;77.86
44005;44;005;Chaumes-en-Retz;6694;20.15;79.85;16.46;83.54;20.45;79.55
44006;44;006;Assérac;1862;20.41;79.59;4.31;95.69;21.48;78.52
44007;44;007;Avessac;2334;18.42;81.58;20.57;79.43;18.29;81.71
44009;44;009;Basse-Goulaine;10597;32.96;67.04;28.59;71.41;33.25;66.75
44010;44;010;Batz-sur-Mer;3060;20.33;79.67;9.18;90.82;20.7;79.3
44012;44;012;La Bernerie-en-Retz;3669;21.5;78.5;4.94;95.06;21.88;78.12
44013;44;013;Besné;2987;21.39;78.61;25.3;74.7;21.03;78.97
44014;44;014;Le Bignon;4051;28.46;71.54;26.05;73.95;28.63;71.37
44015;44;015;Blain;9506;21.49;78.51;20.7;79.3;21.55;78.45
44016;44;016;La Boissière-du-Doré;979;21.04;78.96;12.5;87.5;21.41;78.59
44018;44;018;Bouaye;8052;27.6;72.4;21.78;78.22;27.98;72.02
44019;44;019;Bouée;1039;25.79;74.21;24.0;76.0;25.88;74.12
44020;44;020;Bouguenais;20982;27.46;72.54;22.04;77.96;27.83;72.17
44021;44;021;Villeneuve-en-Retz;4708;19.22;80.78;13.24;86.76;19.49;80.51
44022;44;022;Boussay;2565;17.93;82.07;25.0;75.0;17.46;82.54
44023;44;023;Bouvron;2937;21.96;78.04;18.84;81.16;22.2;77.8
44024;44;024;Brains;2832;27.37;72.63;22.16;77.84;27.69;72.31
44025;44;025;Campbon;3679;22.89;77.11;24.07;75.93;22.8;77.2
44026;44;026;Carquefou;21811;31.62;68.38;31.51;68.49;31.63;68.37
44027;44;027;Casson;2492;29.09;70.91;21.82;78.18;29.61;70.39
44028;44;028;Le Cellier;4057;26.82;73.18;15.02;84.98;27.54;72.46
44029;44;029;Divatte-sur-Loire;6709;21.14;78.86;13.82;86.18;21.63;78.37
44030;44;030;La Chapelle-des-Marais;3777;13.98;86.02;10.82;89.18;14.22;85.78
44031;44;031;La Chapelle-Glain;710;13.52;86.48;15.38;84.62;13.45;86.55
44032;44;032;La Chapelle-Heulin;3269;29.76;70.24;23.98;76.02;30.08;69.92
44033;44;033;La Chapelle-Launay;3255;30.75;69.25;21.21;78.79;31.37;68.63
44035;44;035;La Chapelle-sur-Erdre;22632;33.47;66.53;26.98;73.02;33.84;66.16
44036;44;036;Châteaubriant;11785;18.27;81.73;14.82;85.18;18.55;81.45
44037;44;037;Château-Thébaud;3262;30.35;69.65;28.5;71.5;30.47;69.53
44038;44;038;Chauvé;2735;20.22;79.78;20.0;80.0;20.23;79.77
44039;44;039;Cheix-en-Retz;1159;31.32;68.68;22.95;77.05;31.79;68.21
44041;44;041;La Chevrolière;5953;24.37;75.63;24.49;75.51;24.37;75.63
44043;44;043;Clisson;8286;29.85;70.15;28.5;71.5;29.95;70.05
44044;44;044;Conquereuil;925;14.16;85.84;13.33;86.67;14.19;85.81
44045;44;045;Cordemais;3514;22.48;77.52;3.29;96.71;23.35;76.65
